"x","y"
5.34605132415891,1005.46329489699
3.79789817612618,1011.2813750688
6.36186262127012,1033.58418585828
19.9058706592768,1036.26957636598
9.13739135954529,1024.11279697286
6.69887711759657,1029.38458881362
15.6273366510868,1057.46348454368
5.86316240485758,1025.69908343555
9.90910169202834,1027.54446880716
17.5579468905926,1046.81079624132
18.3315979968756,1066.06785795542
9.73506701178849,1032.92590496069
5.55217851419002,1019.53503078051
9.86142811831087,1004.41647050289
7.18743793200701,1024.20217647341
4.76777942851186,1002.96285664116
6.93643756210804,1024.05778229151
2.84583871252835,1011.87270555955
0.353259551338851,1000.02204881901
18.2081796135753,1068.83270828995
1.82204887270927,1009.80523264505
14.7801502142102,1035.53847034639
17.4230443080887,1068.6343924004
13.3611316420138,1053.22950633889
11.9547550007701,1022.78007854087
9.1852603526786,1015.75128620832
14.8404644755647,1015.94791837961
17.4508245429024,1038.09173881166
13.6375524895266,1055.23985958525
17.3273469926789,1025.61428700181
16.5167006663978,1072.41950642278
11.2158640054986,1022.98741257068
12.6959597412497,1042.2116870479
11.2176113249734,1018.06965980047
19.6187159325927,1058.7175160298
18.3105337386951,1067.54690354946
6.19729680940509,1020.22975981893
14.1645696898922,1052.36889746019
18.3125335071236,1051.66214143439
6.70484764035791,1030.1482289416
5.73423291556537,1015.09574840767
10.3776269871742,1036.46705895673
17.341532423161,1045.42860128906
6.32572425995022,1015.27795296589
13.5129007510841,1032.66031363659
18.5516103776172,1058.76393767432
10.3321594418958,1027.48712651784
0.863440078683197,999.285684620158
10.5639279261231,1006.69047670238
18.2789813634008,1045.61027024253
11.542421290651,1030.20436522234
15.9674588218331,1052.7502673473
12.9247978096828,1065.22379269709
17.9105719225481,1052.33280898488
10.7040225807577,1034.39844477035
12.2925156448036,1030.7251025767
5.19067201763391,1027.55641130415
7.10453951265663,1033.29242767187
5.4908660100773,1022.90200925218
0.0770198786631227,999.321026824095
18.3807496074587,1017.08718264473
9.44963998626918,1023.78144562735
7.4719704175368,1026.7416492484
2.43219748605043,1006.81686039895
6.64507151581347,1024.66394621612
5.89507394470274,1006.39723269252
12.5183838419616,1025.75484286922
17.3022488038987,1050.75128835626
1.27010613679886,1005.19852344084
13.0851780483499,1040.06817679368
10.85591415409,1026.51791988547
3.57578902039677,1010.27413913354
13.2290439866483,1048.0245310004
8.87714410666376,1035.13775925492
15.0674878340214,1017.05820103517
16.8518198281527,1091.9747640789
4.94052371941507,1017.0049285468
0.963902091607451,1001.68397037375
10.4135205969214,1018.62712622061
7.87072524428368,1025.56719457174
17.5628986768425,1083.00106476868
14.4322519376874,1024.1587761523
9.69016935676336,1027.88380105309
9.2276866780594,1041.40501743853
18.6084000440314,1053.01488648301
5.12011556886137,1008.39649942182
6.12700860481709,1022.98072562312
18.2514250185341,1084.81872050347
13.1893534259871,1014.88629036568
8.46023002173752,1024.89285743018
18.1644040811807,1043.71102594168
18.7064481759444,1082.6526032778
3.72432204894722,1016.34545814461
1.39229811262339,1008.50007318028
6.66471336036921,1019.27275188211
8.37566277943552,1019.75949533736
11.9406867492944,1022.08054905321
5.55995332077146,1016.08561393379
5.93934116885066,1019.03017826738
2.1170082455501,1009.26876252823
